Category,UPC,Reference No.,Item Name,Item Name2,Size,Retail Price,Supplier Cost,GST,PST,Unnamed: 10,TAX4,Supplier,Price Group,Deposit Group,Deposit Amount,Env. Fee,Carton Barcode,Active,Open Item,Scale Item,Redemption Item,WIC Item,Food Stamp Item,Special Item,Reward Point Item,Sale Qty Limit Item,Prepaid Item,Percent Discount Item,Print Label,Carton,Hold Qty,Manage Inv.,On Hand,Inv. Level,Inv. Threshold Level,Discount Rule,Discount Period,Discount Start Date,Discount End Date,Discount Qty,Discount Price,Per Unit,Tax Included,Margin Rate,Default Limited Sale Qty,Tare,Box Cost,Box Qty,Memo,Last Updated Date
Grocery,8082637070122,,INGRANO MAKKI KA ATTA,,,4.29,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,839423004049,,SAMRAT KELA WAFER MARI,,,5.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,839423004148,,SAMRAT KELA WAFER MASALA,,,5.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084125,,INGRANO CURRY POWDER,,,3.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166083890,,INGRANO FENNEL SEEDS,,,3.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084170,,INGRANO KASHMIRI CHILLI WHOLE,,,5.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084156,,INGRANO MUSTARD SEEDS,,,1.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-4,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166082282,,INGRANO PANEER TIKKA MASALA,,,3.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,8906166082220,,INGRANO MASALA KHICHIDI,,,3.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,8906166084538,,INGRANO BARNYARD MILLETS,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084521,,INGRANO BROWN TOP MILLETS,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084514,,INGRANO PROSO MILLETS,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084552,,INGRANO FOXTAIL MILLETS,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084507,,INGRANO LITTLE MILLET,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906166084545,,INGRANO KODO MILLET,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,8906166086143,,INGRANO MILLET BHAKRI RAGI,,,2.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
cosmetic,8906166086150,,INGRANO BAJRA METHI,,,2.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
cosmetic,8906166087232,,INGRANO TANDOORI PANEER SANDWICH,,,4.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-4,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166082459,,INGRANO HARA BHARA KABAB,,,3.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166086969,,INGRANO BOMBAY VADA TIKKI,,,5.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166082374,,INGRANO METHI THEPLA,,,2.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-5,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166082565,,INGRANO CHILLI PANEER FRANKIE,,,4.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-13,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166082411,,INGRANO GARLIC NAAN,,,2.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-6,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166086839,,INGRANO AMERICAN GARDEN PIZZA,,,4.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-5,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166087010,,INGRANO PATTI CHEESE CORN SAMOSA,,,7.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-6,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906166082329,,INGRANO ALOO PARATHA,,,2.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-12,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,723246115108,,LAKSHMI PONNI BOILED RICE,,,25.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-6,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,723246115115,,LAKSHMI PONNI RAW RICE,,,24.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,723246200163,,AMMA'S BANANA CHIPS,,,5.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-5,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
cosmetic,4059212998087,,TITAN PARCHMENT PAPER,,,4.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,055000210836,,NESCAFE SWEET N CREAMY,,,7.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,055000710626,,NESCAFE SWEET N CREAMY,,,7.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,067000013751,,Fanta straberry 500ml,,,2.85,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-6,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,723246291772,,jumbo punjabi samosa,,,19.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,723246289588,,khaman dhokla steamed cakes,,,4.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,7756201905899,,gagan ragi flour 2lbs,,,5.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,775620310159,,gagan black salt powder,,,1.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750174,,MDH hyderabadi biryani masala,,,3.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-3,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750044,,MDH bombay biryani masala,,,3.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750037,,MDH baingan bhartaa masala,,,2.75,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750099,,MDH chunky chat masala,,,2.75,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750372,,MDH tava fry masala,,,2.75,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8901491103084,,kurkure green chutney,,,1.25,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-20,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,6291103750280,,MDH pani puri masala,,,2.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Deli,5022496010252,,vatika hair colour burgundy,,,6.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8901595972241,,chings veg manchurian masala,,,2.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,620514015293,,National chicken 65,,,2.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,620514004044,,national chicken tandoori,,,2.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,620514000480,,national delhi nihari,,,2.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,723246177625,,laxmi whole cloves 200gm,,,7.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-5,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246286464,,meharban mango juice,,,2.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-6,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246131399,,all purpose flour 2lb,,,3.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-9,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246170015,,laxmi almonds 400gm,,,8.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-4,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246288796,,spicy bhel mix 737gm,,,7.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-7,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246172224,,golden raisins 400gm,,,6.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-8,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246115214,,laxmi idly rice 20lb,,,21.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-20,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Frozen,8901777002865,,green peas tuver liva,,,4.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-10,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,723246290621,,amma's kitchen sona masoori rice 40lb,,,41.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-10,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Deli,626027814071,,EARTH'S OWN OATMILK,,,6.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,060383047160,,KETTLE COOKED JALAPENO CHIPS,,,3.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,8906133640897,,DOSA BATTER ANNAPURNA,,,7.49,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-9,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,723246183657,,LAKSHMI URAD WHOLE 3.69KG,,,17.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Grocery,723246283500,,Lakshmi PEANUTS 1.59KG,,,11.99,0.0,N,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-21,0,0,No Discount,N,20071112,20071112,0,0.0,,Y,0.0,0,No Tare,0.0,1,,
Frozen,8906005509857,,bikaji burger patty,,,6.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906000592052,,maharani diabetic rice 10lbs,,,16.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-4,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,884282002965,,mixed fruit jam verka,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,884282100180,,verka green chutney,,,4.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8901155422315,,gits ready punjabi chole,,,3.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,0,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8901155413313,,paneer tikka masala heat and eat,,,3.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Frozen,884282100142,,veerka ginger garlic paste,,,7.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-4,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906032018834,,nutrela soya mini chunks,,,3.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-5,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
cosmetic,8906032018841,,nutrela soya granules,,,3.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906005504548,,bikaji maast masala chips,,,1.99,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-8,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8906005502056,,bikaji plain boondi,,,1.75,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-2,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
Grocery,8901786541003,,everest rajma masala,,,2.49,0.0,Y,N,N,N,--- No Supplier ---,No Group,No Deposit,0.0,0.0,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1,Y,-1,0,0,No Discount,N,20071112,20071112,0,0.0,,N,0.0,0,No Tare,0.0,1,,
